id,avis,label,categorie,difficulte,clean_avis,tokens_count,text_without_stopwords,processed_avis
408,Le bouton de paiement ne répond pas.,négatif,application,problème,le bouton de paiement ne répond pas,7,bouton paiement ne répond pas,bouton paie ne répond pas
409,"Produit très bien fini, je suis content.",positif,produit,simple,produit très bien fini je suis content,7,produit fini suis content,produit fini suis content
410,Votre application est à la hauteur de sa réputation.,positif,application,simple,votre application est à la hauteur de sa réputation,9,application hauteur réputation,application hauteur réputation
411,Je suis globalement satisfait mais quelques points me dérangent.,mitigé,general,opinion_mixte,je suis globalement satisfait mais quelques points me dérangent,9,suis globalement satisfait quelques points dérangent,suis globale satisfaire quelques points dérangent
412,L'application a bien évolué ces derniers mois.,positif,application,simple,l'application a bien évolué ces derniers mois,7,l'application évolué derniers mois,l'application évoluer derniers mois
413,Je ne pensais pas que le SAV serait aussi réactif.,positif,support,négation_positive,je ne pensais pas que le sav serait aussi réactif,10,ne pensais pas sav serait réactif,ne pensais pas sav serait réactif
414,Encore des frais cachés dans la facture.,négatif,paiement,sarcasme,encore des frais cachés dans la facture,7,encore frais cachés facture,encore frais cachéer facture
415,Confirmation d'expédition envoyée.,neutre,administratif,factuel,confirmation d'expédition envoyée,3,confirmation d'expédition envoyée,confirmation d'expédition envoyer
416,Le produit est agréable à utiliser au quotidien.,positif,produit,simple,le produit est agréable à utiliser au quotidien,8,produit agréable utiliser quotidien,produit agréable utiliser quotidien
417,J'ai dû me battre pour obtenir mon remboursement.,négatif,remboursement,problème,j'ai dû me battre pour obtenir mon remboursement,8,j'ai dû battre obtenir remboursement,j'ai dû battre obtenir rembourse
418,"Bon service, facile à utiliser.",positif,general,simple,bon service facile à utiliser,5,bon service facile utiliser,bon service facile utiliser
419,Je n'ai pas pu finaliser ma commande à cause d'un bug.,négatif,application,problème,je n'ai pas pu finaliser ma commande à cause d'un bug,11,n'ai pas pu finaliser commande cause d'un bug,n'ai pas pu finaliser commande cause d'un bug
420,La livraison a été retardée mais le service client m'a tenu informé.,mitigé,livraison,opinion_mixte,la livraison a été retardée mais le service client m'a tenu informé,12,livraison été retardée service client m'a tenu informé,livraison éter retarder service client m'a tenu informer
421,Je suis fan de votre application.,positif,application,simple,je suis fan de votre application,6,suis fan application,suis fan application
422,"On m'avait annoncé une livraison avant 12h, reçue à 18h.",négatif,livraison,problème,on m'avait annoncé une livraison avant 12h reçue à 18h,10,on m'avait annoncé livraison avant reçue,on m'avait annoncer livraison avant recevoir
423,Je n'aurais pas pensé laisser un avis positif au départ.,positif,general,négation_positive,je n'aurais pas pensé laisser un avis positif au départ,10,n'aurais pas pensé laisser avis positif départ,n'aurais pas penser laisser avis positif départ
424,Produit haut de gamme pour un prix raisonnable.,positif,produit,simple,produit haut de gamme pour un prix raisonnable,8,produit haut gamme prix raisonnable,produit haut gamme prix raisonnable
425,Impossible de modifier une commande après validation.,négatif,application,problème,impossible de modifier une commande après validation,7,impossible modifier commande après validation,impossible modifier commande après validation
426,Bonne communication tout au long du processus.,positif,support,simple,bonne communication tout au long du processus,7,bonne communication long processus,bonne communication long processus
427,Je ne peux pas conseiller ce produit en l'état.,négatif,produit,simple,je ne peux pas conseiller ce produit en l'état,9,ne peux pas conseiller produit l'état,ne peux pas conseiller produit l'état
428,Le rechargement de la page efface le panier.,négatif,application,problème,le rechargement de la page efface le panier,8,rechargement page efface panier,recharge page efface panier
429,Je ne pensais pas avoir des nouvelles si vite.,positif,support,négation_positive,je ne pensais pas avoir des nouvelles si vite,9,ne pensais pas nouvelles vite,ne pensais pas nouvelles vite
430,Informations de facturation incorrectes.,négatif,administratif,problème,informations de facturation incorrectes,4,informations facturation incorrectes,informations facturation incorrectes
431,"La qualité est là, je ne suis pas déçu.",positif,produit,négation_positive,la qualité est là je ne suis pas déçu,9,qualité là ne suis pas déçu,qualiter là ne suis pas décevoir
432,L'appli est agréable à utiliser et bien conçue.,positif,application,simple,l'appli est agréable à utiliser et bien conçue,8,l'appli agréable utiliser conçue,l'appli agréable utiliser conçue
433,Je n'imaginais pas que ce produit serait aussi durable.,positif,produit,négation_positive,je n'imaginais pas que ce produit serait aussi durable,9,n'imaginais pas produit serait durable,n'imaginais pas produit serait durable
434,Retard important sans communication.,négatif,livraison,problème,retard important sans communication,4,retard important communication,retard important communication
435,"Excellent achat, sans aucun problème.",positif,produit,simple,excellent achat sans aucun problème,5,excellent achat aucun problème,excellent achat aucun problème
436,Le mode de paiement en crypto n'est pas disponible.,mitigé,paiement,opinion_mixte,le mode de paiement en crypto n'est pas disponible,9,mode paiement crypto n'est pas disponible,mode paie crypto n'est pas disponible
437,"Je ne m'y attendais pas, mais votre chat en ligne est vraiment utile.",positif,support,négation_positive,je ne m'y attendais pas mais votre chat en ligne est vraiment utile,13,ne m'y attendais pas chat ligne vraiment utile,ne m'y attendais pas chat ligne vrai utile
438,Produit abîmé à réception.,négatif,produit,problème,produit abîmé à réception,4,produit abîmé réception,produit abîmer réception
439,Suivi de commande mis à jour.,neutre,livraison,factuel,suivi de commande mis à jour,6,suivi commande mis jour,suivi commande mis jour
440,"Très bon produit, conforme à ma commande.",positif,produit,simple,très bon produit conforme à ma commande,7,bon produit conforme commande,bon produit conforme commande
441,Le support est joignable mais peu efficace.,mitigé,support,opinion_mixte,le support est joignable mais peu efficace,7,support joignable peu efficace,support joignable peu efficace
442,Je n'attendais pas ça d'une marque comme la vôtre.,négatif,produit,problème,je n'attendais pas ça d'une marque comme la vôtre,9,n'attendais pas ça d'une marque vôtre,n'attendais pas ça d'une marque vôtre
443,L'emballage est trop volumineux pour si peu.,mitigé,produit,opinion_mixte,l'emballage est trop volumineux pour si peu,7,l'emballage trop volumineux peu,l'emballage trop volumineux peu
444,Je ne pensais pas finir par recommander ce service.,positif,general,négation_positive,je ne pensais pas finir par recommander ce service,9,ne pensais pas finir recommander service,ne pensais pas finir recommander service
445,Application disponible sur toutes les plateformes.,positif,application,simple,application disponible sur toutes les plateformes,6,application disponible toutes plateformes,application disponible toutes plateformes
446,Colis arrivé le bon jour.,neutre,livraison,factuel,colis arrivé le bon jour,5,colis arrivé bon jour,colis arriver bon jour
447,"Le service est de qualité, personnel attentionné.",positif,support,simple,le service est de qualité personnel attentionné,7,service qualité personnel attentionné,service qualiter personnel attentionner
448,Je ne pouvais pas imaginer acheter ailleurs.,positif,general,négation_positive,je ne pouvais pas imaginer acheter ailleurs,7,ne pouvais pas imaginer acheter ailleurs,ne pouvais pas imaginer acheter ailleurs
449,L'article est conforme mais la taille court.,mitigé,produit,opinion_mixte,l'article est conforme mais la taille court,7,l'article conforme taille court,l'article conforme taille court
450,Votre service client ne déçoit jamais.,positif,support,simple,votre service client ne déçoit jamais,6,service client ne déçoit jamais,service client ne déçoit jamais
451,Le formulaire de retour renvoie une erreur 404.,négatif,application,problème,le formulaire de retour renvoie une erreur 404,7,formulaire retour renvoie erreur,formulaire retour renvoie erreur
452,Je pensais que la qualité serait bien inférieure.,positif,produit,négation_positive,je pensais que la qualité serait bien inférieure,8,pensais qualité serait inférieure,pensais qualiter serait inférieure
453,Livraison rapide et bien emballée.,positif,livraison,simple,livraison rapide et bien emballée,5,livraison rapide emballée,livraison rapide emballer
